"Subj","ROI","Cond","Beta"
"sub-222070","R_DGCA3_NA","CloseRepeat",0.1092
"sub-222070","L_HEADCA1_NA","CloseRepeat",0.0407
"sub-222070","R_HEADCA1_NA","CloseRepeat",-0.06706
"sub-222070","L_HEADDGCA23_NA","CloseRepeat",0.3415
"sub-222070","R_HEADDGCA23_NA","CloseRepeat",-0.01159
"sub-222070","L_HEADSUB_NA","CloseRepeat",0.2491
"sub-222070","R_HEADSUB_NA","CloseRepeat",0.06933
"sub-222070","L_SUB_NA","CloseRepeat",-0.0537
"sub-222070","R_SUB_NA","CloseRepeat",0.0732
"sub-222070","L_CA12_NA","DistantRepeat",-0.02607
"sub-222070","R_CA12_NA","DistantRepeat",0.01496
"sub-222070","L_DGCA3_NA","DistantRepeat",0.03082
"sub-222070","R_DGCA3_NA","DistantRepeat",0.125
"sub-222070","L_HEADCA1_NA","DistantRepeat",0.06947
"sub-222070","R_HEADCA1_NA","DistantRepeat",0.002993
"sub-222070","L_HEADDGCA23_NA","DistantRepeat",0.1221
"sub-222070","R_HEADDGCA23_NA","DistantRepeat",0.07121
"sub-222070","L_HEADSUB_NA","DistantRepeat",0.06773
"sub-222070","R_HEADSUB_NA","DistantRepeat",-0.05009
"sub-222070","L_SUB_NA","DistantRepeat",0.02574
"sub-222070","R_SUB_NA","DistantRepeat",0.08792
"sub-222070","L_CA12_NA","ExactRepeat",-0.04011
"sub-222070","R_CA12_NA","ExactRepeat",-0.05926
"sub-222070","L_DGCA3_NA","ExactRepeat",0.0646
"sub-222070","R_DGCA3_NA","ExactRepeat",0.06
"sub-222070","L_HEADCA1_NA","ExactRepeat",-0.01183
"sub-222070","R_HEADCA1_NA","ExactRepeat",0.01264
"sub-222070","L_HEADDGCA23_NA","ExactRepeat",0.1385
"sub-222070","R_HEADDGCA23_NA","ExactRepeat",-0.07689
"sub-222070","L_HEADSUB_NA","ExactRepeat",0.0353
"sub-222070","R_HEADSUB_NA","ExactRepeat",-0.000907
"sub-222070","L_SUB_NA","ExactRepeat",0.01541
"sub-222070","R_SUB_NA","ExactRepeat",0.08239
"sub-268070","L_CA12_NA","AllFirst",-0.01277
"sub-268070","R_CA12_NA","AllFirst",-0.02385
"sub-268070","L_DGCA3_NA","AllFirst",0.1036
"sub-268070","R_DGCA3_NA","AllFirst",0.01611
"sub-268070","L_HEADCA1_NA","AllFirst",-0.007765
"sub-268070","R_HEADCA1_NA","AllFirst",0.1
"sub-268070","L_HEADDGCA23_NA","AllFirst",0.09729
"sub-268070","R_HEADDGCA23_NA","AllFirst",0.0742
"sub-268070","L_HEADSUB_NA","AllFirst",0.1012
"sub-268070","R_HEADSUB_NA","AllFirst",0.07454
"sub-268070","L_SUB_NA","AllFirst",0.121
"sub-268070","R_SUB_NA","AllFirst",0.04266
"sub-268070","L_CA12_NA","CloseRepeat",0.01928
"sub-268070","R_CA12_NA","CloseRepeat",0.02204
"sub-268070","L_DGCA3_NA","CloseRepeat",0.0674
"sub-268070","R_DGCA3_NA","CloseRepeat",0.02944
"sub-268070","L_HEADCA1_NA","CloseRepeat",0.04355
"sub-268070","R_HEADCA1_NA","CloseRepeat",0.07905
"sub-268070","L_HEADDGCA23_NA","CloseRepeat",0.04004
"sub-268070","R_HEADDGCA23_NA","CloseRepeat",-0.02828
"sub-268070","L_HEADSUB_NA","CloseRepeat",0.1847
"sub-268070","R_HEADSUB_NA","CloseRepeat",0.1095
"sub-268070","L_SUB_NA","CloseRepeat",0.2185
"sub-268070","R_SUB_NA","CloseRepeat",0.08831
"sub-268070","L_CA12_NA","DistantRepeat",0.02438
"sub-268070","R_CA12_NA","DistantRepeat",0.05201
"sub-268070","L_DGCA3_NA","DistantRepeat",0.1222
"sub-268070","R_DGCA3_NA","DistantRepeat",0.01274
"sub-268070","L_HEADCA1_NA","DistantRepeat",0.05552
"sub-268070","R_HEADCA1_NA","DistantRepeat",0.02528
"sub-268070","L_HEADDGCA23_NA","DistantRepeat",-0.07758
"sub-268070","R_HEADDGCA23_NA","DistantRepeat",-0.1235
"sub-268070","L_HEADSUB_NA","DistantRepeat",0.01499
"sub-268070","R_HEADSUB_NA","DistantRepeat",-0.1981
"sub-268070","L_SUB_NA","DistantRepeat",0.06282
"sub-268070","R_SUB_NA","DistantRepeat",0.05101
"sub-268070","L_CA12_NA","ExactRepeat",0.08834
"sub-268070","R_CA12_NA","ExactRepeat",0.04147
"sub-268070","L_DGCA3_NA","ExactRepeat",0.1373
"sub-268070","R_DGCA3_NA","ExactRepeat",0.1161
"sub-268070","L_HEADCA1_NA","ExactRepeat",0.06592
"sub-268070","R_HEADCA1_NA","ExactRepeat",0.2299
"sub-268070","L_HEADDGCA23_NA","ExactRepeat",0.2204
"sub-268070","R_HEADDGCA23_NA","ExactRepeat",0.1494
"sub-268070","L_HEADSUB_NA","ExactRepeat",0.3198
"sub-268070","R_HEADSUB_NA","ExactRepeat",0.2014
"sub-268070","L_SUB_NA","ExactRepeat",0.1941
"sub-268070","R_SUB_NA","ExactRepeat",0.2327
"sub-369463","L_CA12_NA","AllFirst",0.008498
"sub-369463","R_CA12_NA","AllFirst",0.03744
"sub-369463","L_DGCA3_NA","AllFirst",0.1379
"sub-369463","R_DGCA3_NA","AllFirst",0.09298
"sub-369463","L_HEADCA1_NA","AllFirst",0.108
"sub-369463","R_HEADCA1_NA","AllFirst",0.1361
"sub-369463","L_HEADDGCA23_NA","AllFirst",0.0895
"sub-369463","R_HEADDGCA23_NA","AllFirst",0.1662
"sub-369463","L_HEADSUB_NA","AllFirst",0.1192
"sub-369463","R_HEADSUB_NA","AllFirst",0.1832
"sub-369463","L_SUB_NA","AllFirst",0.238
"sub-369463","R_SUB_NA","AllFirst",0.192
"sub-369463","L_CA12_NA","CloseRepeat",-0.05661
"sub-369463","R_CA12_NA","CloseRepeat",0.06086
"sub-369463","L_DGCA3_NA","CloseRepeat",0.02609
"sub-369463","R_DGCA3_NA","CloseRepeat",0.069
"sub-369463","L_HEADCA1_NA","CloseRepeat",-0.01001
"sub-369463","R_HEADCA1_NA","CloseRepeat",0.03729
"sub-369463","L_HEADDGCA23_NA","CloseRepeat",-0.08006
"sub-369463","R_HEADDGCA23_NA","CloseRepeat",0.06039
"sub-369463","L_HEADSUB_NA","CloseRepeat",0.01353
"sub-369463","R_HEADSUB_NA","CloseRepeat",-0.06139
"sub-369463","L_SUB_NA","CloseRepeat",0.1248
"sub-369463","R_SUB_NA","CloseRepeat",-0.05961
"sub-369463","L_CA12_NA","DistantRepeat",-0.03375
"sub-369463","R_CA12_NA","DistantRepeat",0.1157
"sub-369463","L_DGCA3_NA","DistantRepeat",0.1201
"sub-369463","R_DGCA3_NA","DistantRepeat",0.07502
"sub-369463","L_HEADCA1_NA","DistantRepeat",0.06153
"sub-369463","R_HEADCA1_NA","DistantRepeat",0.09741
"sub-369463","L_HEADDGCA23_NA","DistantRepeat",0.06313
"sub-369463","R_HEADDGCA23_NA","DistantRepeat",-0.007631
"sub-369463","L_HEADSUB_NA","DistantRepeat",0.1702
"sub-369463","R_HEADSUB_NA","DistantRepeat",-0.1013
"sub-369463","L_SUB_NA","DistantRepeat",0.1484
"sub-369463","R_SUB_NA","DistantRepeat",0.1717
"sub-369463","L_CA12_NA","ExactRepeat",0.05476
"sub-369463","R_CA12_NA","ExactRepeat",0.1474
"sub-369463","L_DGCA3_NA","ExactRepeat",0.1034
"sub-369463","R_DGCA3_NA","ExactRepeat",0.2089
"sub-369463","L_HEADCA1_NA","ExactRepeat",0.2378
"sub-369463","R_HEADCA1_NA","ExactRepeat",0.1478
"sub-369463","L_HEADDGCA23_NA","ExactRepeat",0.09716
"sub-369463","R_HEADDGCA23_NA","ExactRepeat",0.1796
"sub-369463","L_HEADSUB_NA","ExactRepeat",0.1549
"sub-369463","R_HEADSUB_NA","ExactRepeat",0.2682
"sub-369463","L_SUB_NA","ExactRepeat",0.2245
"sub-369463","R_SUB_NA","ExactRepeat",0.2618
"sub-380590","L_CA12_NA","AllFirst",0.01374
"sub-380590","R_CA12_NA","AllFirst",0.04027
"sub-380590","L_DGCA3_NA","AllFirst",0.09542
"sub-380590","R_DGCA3_NA","AllFirst",0.1213
"sub-380590","L_HEADCA1_NA","AllFirst",0.02911
"sub-380590","R_HEADCA1_NA","AllFirst",0.01598
"sub-380590","L_HEADDGCA23_NA","AllFirst",0.03228
"sub-380590","R_HEADDGCA23_NA","AllFirst",0.0595
"sub-380590","L_HEADSUB_NA","AllFirst",0.05187
"sub-380590","R_HEADSUB_NA","AllFirst",-0.02537
"sub-380590","L_SUB_NA","AllFirst",0.08917
"sub-380590","R_SUB_NA","AllFirst",0.06054
"sub-380590","L_CA12_NA","CloseRepeat",-0.04178
"sub-380590","R_CA12_NA","CloseRepeat",-0.07864
"sub-380590","L_DGCA3_NA","CloseRepeat",0.04979
"sub-380590","R_DGCA3_NA","CloseRepeat",0.02722
"sub-380590","L_HEADCA1_NA","CloseRepeat",0.06321
"sub-380590","R_HEADCA1_NA","CloseRepeat",0.005914
"sub-380590","L_HEADDGCA23_NA","CloseRepeat",0.08021
"sub-380590","R_HEADDGCA23_NA","CloseRepeat",0.01256
"sub-380590","L_HEADSUB_NA","CloseRepeat",0.0444
"sub-380590","R_HEADSUB_NA","CloseRepeat",0.3262
"sub-380590","L_SUB_NA","CloseRepeat",0.0506
"sub-380590","R_SUB_NA","CloseRepeat",0.01648
"sub-380590","L_CA12_NA","DistantRepeat",-0.1125
"sub-380590","R_CA12_NA","DistantRepeat",0.0166
"sub-380590","L_DGCA3_NA","DistantRepeat",0.04767
"sub-380590","R_DGCA3_NA","DistantRepeat",-0.03387
"sub-380590","L_HEADCA1_NA","DistantRepeat",0.04105
"sub-380590","R_HEADCA1_NA","DistantRepeat",0.1261
"sub-380590","L_HEADDGCA23_NA","DistantRepeat",0.05483
"sub-380590","R_HEADDGCA23_NA","DistantRepeat",0.07442
"sub-380590","L_HEADSUB_NA","DistantRepeat",0.08726
"sub-380590","R_HEADSUB_NA","DistantRepeat",0.2566
"sub-380590","L_SUB_NA","DistantRepeat",0.01976
"sub-380590","R_SUB_NA","DistantRepeat",0.1142
"sub-380590","L_CA12_NA","ExactRepeat",-0.1245
"sub-380590","R_CA12_NA","ExactRepeat",-0.062
"sub-380590","L_DGCA3_NA","ExactRepeat",0.01589
"sub-380590","R_DGCA3_NA","ExactRepeat",0.009853
"sub-380590","L_HEADCA1_NA","ExactRepeat",-0.06569
"sub-380590","R_HEADCA1_NA","ExactRepeat",0.00055
"sub-380590","L_HEADDGCA23_NA","ExactRepeat",-0.07275
"sub-380590","R_HEADDGCA23_NA","ExactRepeat",0.000123
"sub-380590","L_HEADSUB_NA","ExactRepeat",-0.07087
"sub-380590","R_HEADSUB_NA","ExactRepeat",0.1226
"sub-380590","L_SUB_NA","ExactRepeat",0.1069
"sub-380590","R_SUB_NA","ExactRepeat",0.1663
"sub-425578","L_CA12_NA","AllFirst",0.02504
"sub-425578","R_CA12_NA","AllFirst",-0.07883
"sub-425578","L_DGCA3_NA","AllFirst",0.1389
"sub-425578","R_DGCA3_NA","AllFirst",-0.07856
"sub-425578","L_HEADCA1_NA","AllFirst",-0.06211
"sub-425578","R_HEADCA1_NA","AllFirst",-0.1952
"sub-425578","L_HEADDGCA23_NA","AllFirst",-0.06646
"sub-425578","R_HEADDGCA23_NA","AllFirst",-0.08847
"sub-425578","L_HEADSUB_NA","AllFirst",0.01124
"sub-425578","R_HEADSUB_NA","AllFirst",-0.0924
"sub-425578","L_SUB_NA","AllFirst",0.1162
"sub-425578","R_SUB_NA","AllFirst",0.05334
"sub-425578","L_CA12_NA","CloseRepeat",-0.001517
"sub-425578","R_CA12_NA","CloseRepeat",-0.03419
"sub-425578","L_DGCA3_NA","CloseRepeat",0.1981
"sub-425578","R_DGCA3_NA","CloseRepeat",0.1822
"sub-425578","L_HEADCA1_NA","CloseRepeat",0.06937
"sub-425578","R_HEADCA1_NA","CloseRepeat",0.001376
"sub-425578","L_HEADDGCA23_NA","CloseRepeat",0.04705
"sub-425578","R_HEADDGCA23_NA","CloseRepeat",0.017
"sub-425578","L_HEADSUB_NA","CloseRepeat",0.07472
"sub-425578","R_HEADSUB_NA","CloseRepeat",0.03542
"sub-425578","L_SUB_NA","CloseRepeat",0.1465
"sub-425578","R_SUB_NA","CloseRepeat",0.1813
"sub-425578","L_CA12_NA","DistantRepeat",-0.002616
"sub-425578","R_CA12_NA","DistantRepeat",-0.05642
"sub-425578","L_DGCA3_NA","DistantRepeat",0.1031
"sub-425578","R_DGCA3_NA","DistantRepeat",-0.02112
"sub-425578","L_HEADCA1_NA","DistantRepeat",0.04567
"sub-425578","R_HEADCA1_NA","DistantRepeat",-0.05559
"sub-425578","L_HEADDGCA23_NA","DistantRepeat",0.1246
"sub-425578","R_HEADDGCA23_NA","DistantRepeat",-0.05583
"sub-425578","L_HEADSUB_NA","DistantRepeat",0.1368
"sub-425578","R_HEADSUB_NA","DistantRepeat",0.02184
"sub-425578","L_SUB_NA","DistantRepeat",0.01582
"sub-425578","R_SUB_NA","DistantRepeat",0.1697
"sub-425578","L_CA12_NA","ExactRepeat",-0.02547
"sub-425578","R_CA12_NA","ExactRepeat",-0.02991
"sub-425578","L_DGCA3_NA","ExactRepeat",0.1099
"sub-425578","R_DGCA3_NA","ExactRepeat",-0.06342
"sub-425578","L_HEADCA1_NA","ExactRepeat",-0.03507
"sub-425578","R_HEADCA1_NA","ExactRepeat",-0.06553
"sub-425578","L_HEADDGCA23_NA","ExactRepeat",-0.005431
"sub-425578","R_HEADDGCA23_NA","ExactRepeat",0.01413
"sub-425578","L_HEADSUB_NA","ExactRepeat",-0.03565
"sub-425578","R_HEADSUB_NA","ExactRepeat",0.1655
"sub-425578","L_SUB_NA","ExactRepeat",0.1372
"sub-425578","R_SUB_NA","ExactRepeat",0.08947
"sub-434971","L_CA12_NA","AllFirst",-0.09542
"sub-434971","R_CA12_NA","AllFirst",-0.08223
"sub-434971","L_DGCA3_NA","AllFirst",-0.2175
"sub-434971","R_DGCA3_NA","AllFirst",-0.06061
"sub-434971","L_HEADCA1_NA","AllFirst",-0.04173
"sub-434971","R_HEADCA1_NA","AllFirst",-0.1278
"sub-434971","L_HEADDGCA23_NA","AllFirst",-0.1374
"sub-434971","R_HEADDGCA23_NA","AllFirst",-0.1391
"sub-434971","L_HEADSUB_NA","AllFirst",-0.1903
"sub-434971","R_HEADSUB_NA","AllFirst",-0.006687
"sub-434971","L_SUB_NA","AllFirst",-0.09524
"sub-434971","R_SUB_NA","AllFirst",0.05983
"sub-434971","L_CA12_NA","CloseRepeat",0.005496
"sub-434971","R_CA12_NA","CloseRepeat",-0.1801
"sub-434971","L_DGCA3_NA","CloseRepeat",-0.1702
"sub-434971","R_DGCA3_NA","CloseRepeat",-0.1189
"sub-434971","L_HEADCA1_NA","CloseRepeat",-0.09655
"sub-434971","R_HEADCA1_NA","CloseRepeat",-0.1583
"sub-434971","L_HEADDGCA23_NA","CloseRepeat",-0.2188
"sub-434971","R_HEADDGCA23_NA","CloseRepeat",-0.3577
"sub-434971","L_HEADSUB_NA","CloseRepeat",-0.2856
"sub-434971","R_HEADSUB_NA","CloseRepeat",-0.2493
"sub-434971","L_SUB_NA","CloseRepeat",-0.1409
"sub-434971","R_SUB_NA","CloseRepeat",-0.04487
"sub-434971","L_CA12_NA","DistantRepeat",-0.08221
"sub-434971","R_CA12_NA","DistantRepeat",-0.05087
"sub-434971","L_DGCA3_NA","DistantRepeat",-0.201
"sub-434971","R_DGCA3_NA","DistantRepeat",-0.07024
"sub-434971","L_HEADCA1_NA","DistantRepeat",-0.02704
"sub-434971","R_HEADCA1_NA","DistantRepeat",-0.1262
"sub-434971","L_HEADDGCA23_NA","DistantRepeat",-0.1647
"sub-434971","R_HEADDGCA23_NA","DistantRepeat",-0.187
"sub-434971","L_HEADSUB_NA","DistantRepeat",-0.1181
"sub-434971","R_HEADSUB_NA","DistantRepeat",-0.06506
"sub-434971","L_SUB_NA","DistantRepeat",-0.0864
"sub-434971","R_SUB_NA","DistantRepeat",-0.02087
"sub-434971","L_CA12_NA","ExactRepeat",-0.06879
"sub-434971","R_CA12_NA","ExactRepeat",-0.02059
"sub-434971","L_DGCA3_NA","ExactRepeat",-0.1257
"sub-434971","R_DGCA3_NA","ExactRepeat",0.07552
"sub-434971","L_HEADCA1_NA","ExactRepeat",0.01921
"sub-434971","R_HEADCA1_NA","ExactRepeat",-0.01396
"sub-434971","L_HEADDGCA23_NA","ExactRepeat",0.00334
"sub-434971","R_HEADDGCA23_NA","ExactRepeat",-0.07709
"sub-434971","L_HEADSUB_NA","ExactRepeat",0.006866
"sub-434971","R_HEADSUB_NA","ExactRepeat",-0.007213
"sub-434971","L_SUB_NA","ExactRepeat",0.006235
"sub-434971","R_SUB_NA","ExactRepeat",0.0897
"sub-468051","L_CA12_NA","AllFirst",-0.02802
"sub-468051","R_CA12_NA","AllFirst",-0.04682
"sub-468051","L_DGCA3_NA","AllFirst",-0.000843
"sub-468051","R_DGCA3_NA","AllFirst",-0.0113
"sub-468051","L_HEADCA1_NA","AllFirst",-0.1819
"sub-468051","R_HEADCA1_NA","AllFirst",0.04292
"sub-468051","L_HEADDGCA23_NA","AllFirst",-0.0718
"sub-468051","R_HEADDGCA23_NA","AllFirst",0.0529
"sub-468051","L_HEADSUB_NA","AllFirst",-0.1342
"sub-468051","R_HEADSUB_NA","AllFirst",0.1355
"sub-468051","L_SUB_NA","AllFirst",0.0995
"sub-468051","R_SUB_NA","AllFirst",0.005643
"sub-468051","L_CA12_NA","CloseRepeat",-0.03639
"sub-468051","R_CA12_NA","CloseRepeat",-0.09419
"sub-468051","L_DGCA3_NA","CloseRepeat",0.06999
"sub-468051","R_DGCA3_NA","CloseRepeat",-0.03011
"sub-468051","L_HEADCA1_NA","CloseRepeat",-0.02178
"sub-468051","R_HEADCA1_NA","CloseRepeat",0.02135
"sub-468051","L_HEADDGCA23_NA","CloseRepeat",-0.1082
"sub-468051","R_HEADDGCA23_NA","CloseRepeat",-0.09835
"sub-468051","L_HEADSUB_NA","CloseRepeat",-0.2578
"sub-468051","R_HEADSUB_NA","CloseRepeat",0.004748
"sub-468051","L_SUB_NA","CloseRepeat",0.04088
"sub-468051","R_SUB_NA","CloseRepeat",0.02931
"sub-468051","L_CA12_NA","DistantRepeat",-0.09018
"sub-468051","R_CA12_NA","DistantRepeat",-0.008735
"sub-468051","L_DGCA3_NA","DistantRepeat",0.02908
"sub-468051","R_DGCA3_NA","DistantRepeat",-0.1608
"sub-468051","L_HEADCA1_NA","DistantRepeat",-0.1651
"sub-468051","R_HEADCA1_NA","DistantRepeat",-0.002919
"sub-468051","L_HEADDGCA23_NA","DistantRepeat",-0.05017
"sub-468051","R_HEADDGCA23_NA","DistantRepeat",-0.05007
"sub-468051","L_HEADSUB_NA","DistantRepeat",-0.08046
"sub-468051","R_HEADSUB_NA","DistantRepeat",0.05788
"sub-468051","L_SUB_NA","DistantRepeat",0.1112
"sub-468051","R_SUB_NA","DistantRepeat",-0.1783
"sub-468051","L_CA12_NA","ExactRepeat",-0.09803
"sub-468051","R_CA12_NA","ExactRepeat",0.002561
"sub-468051","L_DGCA3_NA","ExactRepeat",-0.04201
"sub-468051","R_DGCA3_NA","ExactRepeat",-0.06341
"sub-468051","L_HEADCA1_NA","ExactRepeat",-0.1553
"sub-468051","R_HEADCA1_NA","ExactRepeat",0.001403
"sub-468051","L_HEADDGCA23_NA","ExactRepeat",-0.09489
"sub-468051","R_HEADDGCA23_NA","ExactRepeat",-0.09119
"sub-468051","L_HEADSUB_NA","ExactRepeat",-0.1307
"sub-468051","R_HEADSUB_NA","ExactRepeat",0.00252
"sub-468051","L_SUB_NA","ExactRepeat",0.1666
"sub-468051","R_SUB_NA","ExactRepeat",-0.000688
"sub-499854","L_CA12_NA","AllFirst",-0.2733
"sub-499854","R_CA12_NA","AllFirst",-0.1138
"sub-499854","L_DGCA3_NA","AllFirst",-0.4586
"sub-499854","R_DGCA3_NA","AllFirst",-0.2543
"sub-499854","L_HEADCA1_NA","AllFirst",-0.1786
"sub-499854","R_HEADCA1_NA","AllFirst",-0.1386
"sub-499854","L_HEADDGCA23_NA","AllFirst",-0.2586
"sub-499854","R_HEADDGCA23_NA","AllFirst",-0.2759
"sub-499854","L_HEADSUB_NA","AllFirst",-0.4428
"sub-499854","R_HEADSUB_NA","AllFirst",-0.256
"sub-499854","L_SUB_NA","AllFirst",-0.2887
"sub-499854","R_SUB_NA","AllFirst",-0.1201
"sub-499854","L_CA12_NA","CloseRepeat",-0.2293
"sub-499854","R_CA12_NA","CloseRepeat",-0.01218
"sub-499854","L_DGCA3_NA","CloseRepeat",-0.2928
"sub-499854","R_DGCA3_NA","CloseRepeat",0.006026
"sub-499854","L_HEADCA1_NA","CloseRepeat",-0.01902
"sub-499854","R_HEADCA1_NA","CloseRepeat",-0.1503
"sub-499854","L_HEADDGCA23_NA","CloseRepeat",-0.1589
"sub-499854","R_HEADDGCA23_NA","CloseRepeat",-0.1064
"sub-499854","L_HEADSUB_NA","CloseRepeat",-0.3292
"sub-499854","R_HEADSUB_NA","CloseRepeat",-0.2304
"sub-499854","L_SUB_NA","CloseRepeat",-0.2135
"sub-499854","R_SUB_NA","CloseRepeat",-0.07932
"sub-499854","L_CA12_NA","DistantRepeat",-0.3216
"sub-499854","R_CA12_NA","DistantRepeat",-0.1722
"sub-499854","L_DGCA3_NA","DistantRepeat",-0.4889
"sub-499854","R_DGCA3_NA","DistantRepeat",-0.3939
"sub-499854","L_HEADCA1_NA","DistantRepeat",-0.09568
"sub-499854","R_HEADCA1_NA","DistantRepeat",-0.277
"sub-499854","L_HEADDGCA23_NA","DistantRepeat",-0.2839
"sub-499854","R_HEADDGCA23_NA","DistantRepeat",-0.4166
"sub-499854","L_HEADSUB_NA","DistantRepeat",-0.4361
"sub-499854","R_HEADSUB_NA","DistantRepeat",-0.428
"sub-499854","L_SUB_NA","DistantRepeat",-0.3564
"sub-499854","R_SUB_NA","DistantRepeat",-0.1421
"sub-499854","L_CA12_NA","ExactRepeat",-0.2754
"sub-499854","R_CA12_NA","ExactRepeat",-0.08004
"sub-499854","L_DGCA3_NA","ExactRepeat",-0.4758
"sub-499854","R_DGCA3_NA","ExactRepeat",-0.1961
"sub-499854","L_HEADCA1_NA","ExactRepeat",-0.1934
"sub-499854","R_HEADCA1_NA","ExactRepeat",-0.2427
"sub-499854","L_HEADDGCA23_NA","ExactRepeat",-0.3275
"sub-499854","R_HEADDGCA23_NA","ExactRepeat",-0.3802
"sub-499854","L_HEADSUB_NA","ExactRepeat",-0.4449
"sub-499854","R_HEADSUB_NA","ExactRepeat",-0.4384
"sub-499854","L_SUB_NA","ExactRepeat",-0.2409
"sub-499854","R_SUB_NA","ExactRepeat",-0.1446
"sub-526930","L_CA12_NA","AllFirst",-0.0565
"sub-526930","R_CA12_NA","AllFirst",-0.06921
"sub-526930","L_DGCA3_NA","AllFirst",0.06761
"sub-526930","R_DGCA3_NA","AllFirst",-0.01255
"sub-526930","L_HEADCA1_NA","AllFirst",-0.08923
"sub-526930","R_HEADCA1_NA","AllFirst",-0.07043
"sub-526930","L_HEADDGCA23_NA","AllFirst",-0.005641
"sub-526930","R_HEADDGCA23_NA","AllFirst",-0.05275
"sub-526930","L_HEADSUB_NA","AllFirst",-0.07768
"sub-526930","R_HEADSUB_NA","AllFirst",-0.07932
"sub-526930","L_SUB_NA","AllFirst",-0.1183
"sub-526930","R_SUB_NA","AllFirst",-0.06616
"sub-526930","L_CA12_NA","CloseRepeat",-0.0351
"sub-526930","R_CA12_NA","CloseRepeat",0.03363
"sub-526930","L_DGCA3_NA","CloseRepeat",0.06914
"sub-526930","R_DGCA3_NA","CloseRepeat",0.005169
"sub-526930","L_HEADCA1_NA","CloseRepeat",-0.1361
"sub-526930","R_HEADCA1_NA","CloseRepeat",-0.04784
"sub-526930","L_HEADDGCA23_NA","CloseRepeat",-0.01172
"sub-526930","R_HEADDGCA23_NA","CloseRepeat",-0.07078
"sub-526930","L_HEADSUB_NA","CloseRepeat",-0.2084
"sub-526930","R_HEADSUB_NA","CloseRepeat",-0.09446
"sub-526930","L_SUB_NA","CloseRepeat",-0.04205
"sub-526930","R_SUB_NA","CloseRepeat",0.06613
"sub-526930","L_CA12_NA","DistantRepeat",-0.06096
"sub-526930","R_CA12_NA","DistantRepeat",-0.07411
"sub-526930","L_DGCA3_NA","DistantRepeat",0.01947
"sub-526930","R_DGCA3_NA","DistantRepeat",0.0428
"sub-526930","L_HEADCA1_NA","DistantRepeat",-0.02473
"sub-526930","R_HEADCA1_NA","DistantRepeat",-0.04907
"sub-526930","L_HEADDGCA23_NA","DistantRepeat",-0.01046
"sub-526930","R_HEADDGCA23_NA","DistantRepeat",-0.04795
"sub-526930","L_HEADSUB_NA","DistantRepeat",-0.1286
"sub-526930","R_HEADSUB_NA","DistantRepeat",-0.08842
"sub-526930","L_SUB_NA","DistantRepeat",0.0177
"sub-526930","R_SUB_NA","DistantRepeat",-0.09805
"sub-526930","L_CA12_NA","ExactRepeat",-0.08953
"sub-526930","R_CA12_NA","ExactRepeat",0.02022
"sub-526930","L_DGCA3_NA","ExactRepeat",0.1061
"sub-526930","R_DGCA3_NA","ExactRepeat",-0.05379
"sub-526930","L_HEADCA1_NA","ExactRepeat",-0.1319
"sub-526930","R_HEADCA1_NA","ExactRepeat",-0.1331
"sub-526930","L_HEADDGCA23_NA","ExactRepeat",-0.1599
"sub-526930","R_HEADDGCA23_NA","ExactRepeat",-0.1326
"sub-526930","L_HEADSUB_NA","ExactRepeat",-0.173
"sub-526930","R_HEADSUB_NA","ExactRepeat",-0.05524
"sub-526930","L_SUB_NA","ExactRepeat",0.00533
"sub-526930","R_SUB_NA","ExactRepeat",-0.03298
"sub-632012","L_CA12_NA","AllFirst",0.08413
"sub-632012","R_CA12_NA","AllFirst",0.0566
"sub-632012","L_DGCA3_NA","AllFirst",0.3409
"sub-632012","R_DGCA3_NA","AllFirst",0.02053
"sub-632012","L_HEADCA1_NA","AllFirst",0.04437
"sub-632012","R_HEADCA1_NA","AllFirst",0.009008
"sub-632012","L_HEADDGCA23_NA","AllFirst",0.2407
"sub-632012","R_HEADDGCA23_NA","AllFirst",0.07363
"sub-632012","L_HEADSUB_NA","AllFirst",0.3793
"sub-632012","R_HEADSUB_NA","AllFirst",-0.06632
"sub-632012","L_SUB_NA","AllFirst",0.4601
"sub-632012","R_SUB_NA","AllFirst",0.2698
"sub-632012","L_CA12_NA","CloseRepeat",0.007563
"sub-632012","R_CA12_NA","CloseRepeat",-0.04634
"sub-632012","L_DGCA3_NA","CloseRepeat",0.08313
"sub-632012","R_DGCA3_NA","CloseRepeat",-0.1381
"sub-632012","L_HEADCA1_NA","CloseRepeat",0.004181
"sub-632012","R_HEADCA1_NA","CloseRepeat",-0.1504
"sub-632012","L_HEADDGCA23_NA","CloseRepeat",-0.078
"sub-632012","R_HEADDGCA23_NA","CloseRepeat",-0.0111
"sub-632012","L_HEADSUB_NA","CloseRepeat",-0.008253
"sub-632012","R_HEADSUB_NA","CloseRepeat",-0.1429
"sub-632012","L_SUB_NA","CloseRepeat",0.1368
"sub-632012","R_SUB_NA","CloseRepeat",-0.01616
"sub-632012","L_CA12_NA","DistantRepeat",0.09456
"sub-632012","R_CA12_NA","DistantRepeat",0.1589
"sub-632012","L_DGCA3_NA","DistantRepeat",0.4371
"sub-632012","R_DGCA3_NA","DistantRepeat",0.3204
"sub-632012","L_HEADCA1_NA","DistantRepeat",0.2566
"sub-632012","R_HEADCA1_NA","DistantRepeat",0.1057
"sub-632012","L_HEADDGCA23_NA","DistantRepeat",0.4382
